class,text
Secured Borders,"His failed medical reform and unbelievable national debt is enough to put Obama behind bars. but that's not all. His greatest ""accomplishment"" is flooding America with countless criminals and giving them all an absolute omnipotence. Thanks to Barack Hussein Obama we have at least one big terror attack each year; not to mention illegals raging out and poisoning our country with drugs. For what he did to America Obama should rot in prison for the rest of his life."
Stop AI,1 cannot understand why democrats encourage breaking the law. They harbor illegal aliens who are breaking our immigration and labor laws. They praise rioters and vandals... What's wrong with them?
Don't Shoot,#justiceforaltonsterling BREAKING!!!        Cops just killed a 37-year-old #AltonSterling who was selling music outside a Baton Rouge convenience store. He had 5 kids! CAN YOU BELIEVE THEY DID IT AGAIN?! Cops just executed him! It's one of the worst cases of the police brutality! Read the full story: http://bit.ly/29jwfUr
Don't Shoot,We are fed up with cops who kill innocent Blacks and always remain unpunished. Time to say what WE think about the American justice. Answer ONLY ONE QUESTION in our SURVEY and show what we really think of the American Criminal Justice System. UPD Experts think that cop involved in this murder won't be charged. What do you think?! VOTE: http://bit.ly/29zFhye
Don't Shoot,"Breaking! Another man was shot by the police officers! Warning, the video is graphic! This the video of his last minutes! TWO DEATHS IN TWO DAYS. WHAT IS GOING ON?! WHAT ARE WE GOING TO DO ABOUT IT?! Read the full story: http://bit.ly/29kUamJ"
Employers,"America needs Jesus, today and every day. Join in our army of faithful!"
Employers,"America needs Jesus, more than ever before. Join an army of faithful! Army Of Jesus"
BM,People are genuinely scared for their futures! Racism won. Ignorance won. Sexual assault won STOP TRUMP! STOP RACISM! JOIN THE PROTEST at Union Sq. Saturday 12 PM Bring signs. snacks; water! Trump is NOT my President
BM,"People are genuinely scared for their futures! Racism won, Ignorance won, Sexual assault won STOP TRUMP! STOP RACISM! JOIN THE PROTEST at Union Sq. Saturday 12 PM Bring signs, snacks, water! Trump is NOT my President. March against Trump"
Industry,"They fought for our freedom, now its our time to fight for their rights!"
Born Liberal,"The US-led coalition strike in Syria's Raqqa province killed 12 women, the Syrian Observatory for Human Rights said this morning. The second coalition strike on a town near the Iraqi border killed 23 more civilians. Just to make it clear: our government is proposing spending cuts to most government agencies to pay for large increases in military, and everything we got from this is more and more civilians deaths. EPA, State and other development programs, Agriculture, Labor, Justice, Health and Human Services, Education, and many other domestic agencies faced more than 20% cuts in their budgets, and only the Department of Defense has grown by 10%. However, terrorists weren't destroyed in '30 days' and it seems like they won't be destroyed in the closest perspective. I mentioned before, and I will do it again: this is not a war against terrorism or a war 'for freedom', it's another example of money conflict, filling politician's pockets with blood money is the main goal of it. For America, another continuous military conflict can lead to a financial crisis, this is exactly what happened in 2008."
Industry,Forever grateful!
Stop AI,"Illegals think they are proprietors in America. They think that, since there are so many of them in America, we can't deport them all. So let's show them what American law is capable of, when fully enforced! Let's elect Trump and watch their sorry asses being deported all over Americal"
Born Liberal,"New administration's budget proposal to Congress includes $1.7 trillion in mandatory spending cuts over 10 years, including $800 billion from Medicaid and $193 billion from food stamps. At the same time, this proposal, called ""A New Foundation for American Greatness"", includes a boost in military spending and $1.6 billion for the construction of the border wall with Mexico. To be honest, I'm not sure, that the wall and another pointless war, instead of affordable health care and help for those in need, is what we have to keep our focus on. It seems like republicans are using every single possibility to get more money for their wars, and they don't mind it if average Americans live in poverty or without affordable medicine. Why additional billions to Military? Our Department of Defense budget is already bigger than military budgets of the next eight countries combined, isn't it enough? Here is what Senate Minority Leader Chuck Schumer said: ""Based on what we know about this budget, the good news -- the only good news -- is that it's likely to be roundly rejected by members of both parties here in the Senate — just as the last budget was"""
